source_row_id,Title,IMDb Rating,Year,Certificates,Director,Star Cast,MetaScore,Duration (minutes),Poster-src,Genres
1423,Escape from Chernobourg,5.6,1999,Unrated,Michael A. Martinez,"David Wood,George,N.,Thompson Brandon,Baca",66.0,75.0,"https://m.media-amazon.com/images/M/MV5BNzNmZDkwMzUtZTNlOC00YmE3LWE3YTEtOTVlNTBlYTMzZDEzXkEyXkFqcGdeQXVyMDA2MTMwOQ@@._V1_QL75_UX190_CR0,12,190,281_.jpg",Adventure
1424,Czarne slonca,6.1,1992,R,Jerzy Zalewski,"Ewa Dalkowska,Tomasz Dedek,Jan Frycz",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNmIzYTA4OGEtNzc4Yi00YTRmLTkzYTQtYzRjZjJiODBlMTk0XkEyXkFqcGdeQXVyNjIxMzk1NA@@._V1_QL75_UY281_CR6,0,190,281_.jpg",Crime
1425,Memory Transfer,6.9,2015,R,Michael Moeh,"Laur Allen,Andy Aquino,Brian Bedell",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTA0OTE5NzQxMDZeQTJeQWpwZ15BbWU4MDExNjc3OTkx._V1_QL75_UY281_CR11,0,190,281_.jpg",Adventure
1426,Time-Men,5.6,2009,Not Rated,Mark Gumbinger,"Ramon Flores,Steve Neahous,Elizabeth Moore",66.0,86.0,"https://m.media-amazon.com/images/M/MV5BNmI0MGJjZDEtNjY0MS00MjM1LTk1MzEtNTZlNGUzYWY2MTgzXkEyXkFqcGdeQXVyODIxNzIwMw@@._V1_QL75_UY281_CR130,0,190,281_.jpg",Sci-Fi
1427,Le petit nuage/La chasse au nuage/Le nuage atomique,5.2,1954,R,Antoine Allard,"Marcel Berteau,Marcel Cornelis,Hubert Daix",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Sci-Fi
1428,Kam zmizel kuryr,5.9,1981,R,Otakar Fuka,"Jan Kanyza,Eva JakoubkováKarel,Houska",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMzU4NTgwMTMtYWQ1Yi00NmUwLWI0YzUtZGQxM2I2ZGUyMjZkXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,2,190,281_.jpg",Sci-Fi
1429,Do zvezdy!,6.1,2023,R,Andrey Noskov,"Yuriy Galtsev,Igor Golovin,Natalya Kutasova",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNmQwZjcxYjEtNzdmOS00YTFlLWFjMjAtOTIzZjBjZTZmMGE3XkEyXkFqcGdeQXVyNDM1ODc2NzE@._V1_QL75_UY281_CR5,0,190,281_.jpg",Comedy
1430,Inseguito,8.5,2002,R,Luca Guardabascio,"Irene Aiello,Andoni Aresti,Landa Nanni,Candelari",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BYTU1NDkwY2MtMGM3OS00MmVjLWFmYmItZmUzNWE5ZTgyMTg0XkEyXkFqcGdeQXVyMDk0ODE0Ng@@._V1_QL75_UY281_CR134,0,190,281_.jpg",Sci-Fi
1431,L.I.N.X.,6.0,2000,R,Bryan Bagby,"Regan Gurr,Adam Joseph,Kenn Bartlett",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BYTdmNmJjNWUtNjg2NS00MWZiLTkzYzctMzVkOGM4YWNhMWVhXkEyXkFqcGdeQXVyMzcxMjUwNTg@._V1_QL75_UY281_CR9,0,190,281_.jpg",Sci-Fi
1432,Katatonia,6.3,2015,R,Hamed Eslami,"Amanda Azad,Shahab Hosseini,Mehdi Takloo,Karimi",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BZmI3MDhiYjMtNDYxNC00MGRhLTg5YzEtN2I4NjVlZTA0NjA0XkEyXkFqcGdeQXVyMTE3MjEyMDY2._V1_QL75_UY281_CR46,0,190,281_.jpg",Sci-Fi
1433,Zeria,6.0,2021,R,Harry Cleven,"Daniel Radcliffe,Emma Watson,Rupert Grint",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNTQ5MmMyNTItMWNlMS00NWFmLTgxNDQtMzEzZmEwMGE5M2U4XkEyXkFqcGdeQXVyMTM2MzI3MjEw._V1_QL75_UY281_CR170,0,190,281_.jpg",Animation
1434,Doppelgänger,6.6,2019,R,Stan Douglas,"Dionne Audain,Emma West,Krista Morin",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BODUyOWYzY2UtNmY0My00YzVmLWJhOTYtNTNkYjBiYTdlOWZlXkEyXkFqcGdeQXVyMjU0ODM1MTg@._V1_QL75_UY281_CR186,0,190,281_.jpg",Sci-Fi
1435,Tremor Iê,6.5,2019,R,Lívia de Paiva,"Lila,M.,SalúDeyse Mara,Elena Meirelles",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BZDE3ZGI4ZjEtMGM1OS00N2U0LTg3ZTQtNTdkZDljNWExZTAxXkEyXkFqcGdeQXVyNDg0OTk2NzM@._V1_QL75_UY281_CR5,0,190,281_.jpg",Sci-Fi
1436,SG3: Sword of the Samurai,7.4,2007,R,Erkut Altindag,"Avni Alp,Mumcu Ugur,Kurt Neslihan,Mertkan",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTU5MjkwMDYwN15BMl5BanBnXkFtZTgwMDg3MDk1OTE@._V1_QL75_UY281_CR155,0,190,281_.jpg",Comedy
1437,Anamnesis,5.4,2006,Not Rated,Jonathan Farr,"Shekhar Bassi,Mercedes Baxter,Simone Bonechi",66.0,129.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Sci-Fi
1438,Xabungle Graffiti,5.5,1983,R,Yoshiyuki Tomino,"Yoshihisa Araki,Tsunehisa ItôYoshitake,Suzuki",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BZTllOWE4MjktOTFjMS00NzZiLWEzZmYtNzUxMDVkNjc2NGJjXkEyXkFqcGdeQXVyMjQyNDY1MTc@._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
1439,Rodson - ou (Onde o Sol Não Tem Dó),7.3,2020,R,Clara Chroma,"Clara Chroma,Urutau Maria,Pinto Orlok,Sombra",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BYmMxYjU0YmItZGFhZC00MmUyLWEzODktOWZjMTBmZTYzMmU0XkEyXkFqcGdeQXVyNDQ5NjY5MzM@._V1_QL75_UX190_CR0,28,190,281_.jpg",Sci-Fi
1440,The Battle for First Chair Opening Day Dreams PinPin Twenty,8.5,2022,R,Trailer Tom,"Ryan Knapton,Ffej Knar,David Kubicka",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BYWE0MjQ1N2QtM2VlMS00Njc4LWI5ZjQtNjFiYmI0NTVlZGMxXkEyXkFqcGdeQXVyMTMzMzQzNjIy._V1_QL75_UY281_CR11,0,190,281_.jpg",Sci-Fi
1441,Flag: Issenman no kufura no kiroku,5.9,2007,R,Ryôsuke Takahashi,"Toru Nozaki,Ryôsuke Takahashi,Kazuo Terada",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOGQ0NjcyYjUtMjRmZi00NjNlLTkzNWQtYjkwMmRmNzk4Yjc1XkEyXkFqcGdeQXVyNjkzOTk5OTY@._V1_QL75_UX190_CR0,7,190,281_.jpg",Animation
1442,Light Boy,7.4,2004,R,Jolie Hales,"Dallin Hales,James Hales,Mallary Madsen",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMDg4ODk2YmEtMGQzNS00MTZhLTkzZGItYTdmMDQwZmE2MjIxXkEyXkFqcGdeQXVyMTkxMzI1NTA@._V1_QL75_UY281_CR8,0,190,281_.jpg",Action
1443,Night of the Shadow People,6.6,2016,R,Blaise Kolodychuk,"Alana Fischer,Rachael,Amo-Mensah Jennifer,Hartley",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BN2MyZDVmMjgtMjUzNS00MjRmLTliNjYtZDZkMDA2MjI1NTYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTQ1NDU4NA@@._V1_QL75_UY281_CR3,0,190,281_.jpg",Fantasy
1444,Magic Lizard,5.2,1985,R,Sompote Sands,"Daniel Radcliffe,Emma Watson,Rupert Grint",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOTI3ZTE5OGQtZjE0MS00YzNmLTllZTItMjU1NGY0OTQ3YmIzXkEyXkFqcGdeQXVyNjM2NTM3ODA@._V1_QL75_UY281_CR2,0,190,281_.jpg",Action
1445,Ezekiel's Landing,7.3,2015,Not Rated,James Treakle,"Naphatia St,Pierre Ransom,Pugh Abigail,White",66.0,85.0,"https://m.media-amazon.com/images/M/MV5BMDFkNjI1YTQtNTMzZS00N2Q1LWEwZDctMzdlODFkYTA4YTk2XkEyXkFqcGdeQXVyMjIxOTY4MTA@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
1446,Iqro: My Universe,6.9,2019,R,Iqbal Alfajri,"Aisyah Amirah,Iqbal Alfajri,Budiyati Abiyoga",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BYTc0ZjJjZmEtZWQ1MC00ZDQwLWJjMGMtOGUyZWUzZTllZTYwXkEyXkFqcGdeQXVyMTA0NzUyNzE0._V1_QL75_UY281_CR4,0,190,281_.jpg",Adventure
1447,Retorno,6.0,2010,Not Rated,Guillermo Amoedo,"Cristián Almarza,Pablo Donetch,Felipe Grandón",66.0,80.0,"https://m.media-amazon.com/images/M/MV5BYTM3MjhlOGItMzk3YS00ZTg3LWFiYjUtMDIzN2VhY2EyNGJhXkEyXkFqcGdeQXVyMjExMDM5MjM@._V1_QL75_UY281_CR7,0,190,281_.jpg",Crime
1448,New! Improved! Real-life American Fairy Tale,6.1,1993,R,Deborah Magocsi,"Via Lambros,Jeff Kearney,Kate Rodger",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Sci-Fi
1449,Unikum,5.7,1984,R,Vitaliy Melnikov,"Vitaliy Melnikov,Aleksandr Zhitinsky",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMWMzNjI4MzEtYjk0MS00YmUxLTk0NjItMDFhN2RmMDIxNGJmXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,11,190,281_.jpg",Comedy
1450,El Fin,6.9,2011,Not Rated,Miguel Alejandro Gomez,"Luis Carlos,Bogantes Kurt,DyerÁlvaro Marenco",66.0,85.0,"https://m.media-amazon.com/images/M/MV5BMTY0OTIzNTE1N15BMl5BanBnXkFtZTgwMzUwNjA2MDE@._V1_QL75_UX190_CR0,6,190,281_.jpg",Comedy
1451,Blistayushchiy mir,5.5,1984,R,Bulat Mansurov,"Tiit Härm,Ilse Liepa,Pavel Kadochnikov",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNjA3OWFiNzgtNjlkYS00Y2FhLTliMWMtNTE5YzEyNjhkYzllXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,5,190,281_.jpg",Sci-Fi
1452,Une vie en l'air,7.2,2004,R,Emmanuel Malka,"Antoine Basler,Eric Landrein,Lison Riess",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTFlYmVkNDItMmRjOS00N2ZkLWI4NjYtNTE3OWI2MGZkY2Q5XkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_QL75_UY281_CR11,0,190,281_.jpg",Sci-Fi
1453,The Strange Case of Señor Computer,7.4,2000,R,Tom Sawyer,"Rick Ziegler,Tom Sawyer,Spencer Koerner",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNzE2NzI3MjcwOF5BMl5BanBnXkFtZTcwNTE1MDMyMQ@@._V1_QL75_UY281_CR21,0,190,281_.jpg",Comedy
1454,2k3,6.8,2009,R,Gray Miller,"Marin Gazzaniga,Anslem Richardson,Stephen Nicholson",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTYwMzI5OTI4NF5BMl5BanBnXkFtZTcwODEzMjU1MQ@@._V1_QL75_UY281_CR155,0,190,281_.jpg",Drama
1455,Apollo 54,5.6,2007,R,Giordano Giulivi,"Silvano Bertolin,Duccio Giulivi,Giordano Giulivi",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BYWNkMzc3MzMtMWIxNS00M2FhLTg2Y2EtY2VhY2QyNTlhYTIzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",Sci-Fi
1456,Electric Mind,7.9,2010,R,Nadav Harel,"Fani Andelmam,Yoram Braw,Schlomi Constantini",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BZDE3ZGY3OTAtYWI0MC00MzQ5LTk5ZDYtMGU3OWEwNjdhMmJlXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_QL75_UY281_CR6,0,190,281_.jpg",Documentary
1457,"Geeks and Goblins, Elves and Elliot",6.7,2010,R,D. Michael Martindale,"D.,Michael Martindale,Laura Mothersill",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTMyMDc4MTgxOV5BMl5BanBnXkFtZTcwMTQ3NjAzMw@@._V1_QL75_UY281_CR9,0,190,281_.jpg",Comedy
1458,Almost Human,6.2,2011,R,Abe Vilchez-Moran,"Kera,O'Bryon Coby,Batty Ashley,Myers",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Horror
1459,Severance,5.1,2010,R,Dany Gehshan,"Ash Catherwood,Vanessa Burns,Paul Fowles",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTY4MTI4NDQ0OV5BMl5BanBnXkFtZTcwMzM5NzYwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
1460,Victor_Robot,7.4,2020,R,Anatoliy Lavrenishyn,"Mariyka Aglotkova,Vasily Mazur,Rimma Zyubina",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BZDk1NzM0NWUtZDA1OS00NDhjLWJkZGItZDY1NjNjODI3M2E4XkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_QL75_UY281_CR5,0,190,281_.jpg",Animation
1461,Die phantastische Welt des Matthew Madson,5.7,1974,R,Helmut Herbst,"Dietmar Buchmann,Angelika Düsing,Hannes Hatje",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BZTA0MDM1M2UtNjM5MS00ZGQwLTljMzUtYTI5MGRkYjEwZDg2XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR5,0,190,281_.jpg",Animation
1462,Neverender,7.3,2011,R,Casey Siegel,"Jesse Giammarva,Kimmie Merriam,Eros Giacalone",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNmM0NzAzZjEtMDljMS00Mzc3LThlNTctNjY0MzBiYjc5OTBhXkEyXkFqcGdeQXVyNTM0Njc1NDk@._V1_QL75_UX190_CR0,0,190,281_.jpg",Comedy
1463,Duel,8.3,2009,R,Pavel Nikolajev,"Josh Long,Elizabeth,A.,Morrison James,Molinari",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTg4NjU2MTc2N15BMl5BanBnXkFtZTgwOTAxNjM4NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Comedy
1464,Spidertron,6.7,2008,R,Carter Soles,"Amanda,A.Chad Afanador,Emily Afanador",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOWE3MjM5YjctYmY5Yi00YjQ3LWFjYTMtMTg4ZTA3Mjc4ZWUzXkEyXkFqcGdeQXVyMTI4Njc2Mjgz._V1_QL75_UX190_CR0,15,190,281_.jpg",Action
1465,A Taste of Kiss,8.0,2011,R,Ippei Nishihara,"Tadafumi Ando,Kazuya Hayashi,Masana Hirabuki",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMmEwODdiMGMtNjI4NS00YTA2LWJiZjQtODAwM2M4ZjkxN2Y3XkEyXkFqcGdeQXVyMTc2MzEwODQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",Drama
1466,The Fix:,5.7,2011,R,Britmic,"Daniel Radcliffe,Emma Watson,Rupert Grint",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOTM5ODE0ODM4N15BMl5BanBnXkFtZTcwNDM5ODI3NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Sci-Fi
1467,The Synthetic Man,6.5,1988,R,Yabiao Wang,"Shuang Du,Ailing Huang,Xiaodong Li",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BYzZhNWI3NzktNDQ4Mi00ZDA4LWJjM2YtN2Q3N2YxNzZhMTAxXkEyXkFqcGdeQXVyMTI2NDc1NTQ5._V1_QL75_UY281_CR93,0,190,281_.jpg",Sci-Fi
1468,Die Welt ohne Maske,6.2,1934,R,Harry Piel,"Harry Piel,Kurt Vespermann,Annie Markart",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNGJjYTUzY2EtY2ZiYy00MmEyLTkyMDgtMjYzMDhhYmYwN2M1XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_QL75_UX190_CR0,9,190,281_.jpg",Comedy
1469,Johnny Shortwave,5.2,1995,R,Michael Bockner,"Emmanuel Mark,John Tench,Mona Matteo",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BYzY5NGU5NmUtYjAwYy00ZDk3LWI3NmQtZTQ1M2NiZDEyOTI3XkEyXkFqcGdeQXVyMjQ0OTk2MDk@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
1470,Single Minded,6.8,2010,R,Luke Tedder,"Luke Tedder,James Dearing,Oliver Gills",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMjcwNjM3YzgtOGZlNy00ODMwLTgyYWUtNDMyNTVlM2UxYzE5XkEyXkFqcGdeQXVyMjU0OTg5Mw@@._V1_QL75_UY281_CR11,0,190,281_.jpg",Action
1471,La jaula,5.7,2000,R,Vance McLean,"Ivan Camilo,Mariana Monclova,Norman Santiago",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Sci-Fi
1472,Atrophy,7.8,2018,R,Jason Slingerland,"Chadwick Sutton,Hannah Daniel,Zechariah Metzler",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BYjkzZmIxZDktN2Y1OC00OGQwLTkyYzktY2VjYTMyMjlmNGNmXkEyXkFqcGdeQXVyMzk0MDMwMw@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Sci-Fi
1473,As the Earth Turned,7.1,2012,R,Bill Taylor,"Denese Mc,Cready Damian,Mc Donald,Robert Render",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Comedy
1474,Last Days,5.9,2010,R,Andrew Jara,"Mark Ocegueda,Algernon,D'Ammassa Marcelle,Bowman",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTk2MTg3NjU5OF5BMl5BanBnXkFtZTcwMzU3MzE5Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
1475,Oigye Eseo on Ulemae 9: Mujeok Ui Paiteo Ulemae,7.0,1993,R,Han-yeol Lee,"Hyung-rae Shim,Yu Bin,Mun Hyeok",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNDkxOTlmYzktMGVmZi00NDdhLThiZWEtOTg3NWMzNzNhNWYyXkEyXkFqcGdeQXVyMTQyNTEwOTc5._V1_QL75_UY281_CR8,0,190,281_.jpg",Action
1476,La grata,7.1,2009,R,Fabio Morichini,"Francesco Cabras,Pepita Cianfoni,Francesco Corica",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BY2IzYmUwYTktM2I2YS00Yzc4LTg4MDMtMjMxZWJiZGMyZmY1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg",Sci-Fi
1477,Roboflash Warrior,5.2,1994,R,Richard J. Thomson,"Laurent Dallias,Luc Cendrier,Noé Cendrier",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BM2M5ZmQxMmMtNTBiMi00ODI3LWIwM2EtNTEzZGIwZmVhYTcyXkEyXkFqcGdeQXVyODU4MTk4Mzk@._V1_QL75_UX190_CR0,13,190,281_.jpg",Action
1478,Mislandia,7.4,2019,R,Mashti Allan,"Zahara Johannes,Ross Johnson,Aleks Nial",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNzVlZjhlNmMtYWNiNi00ZjFhLTg1ZjAtNDBjYjRhMTM2YTViXkEyXkFqcGdeQXVyMTAzMTQ0NTM1._V1_QL75_UX190_CR0,25,190,281_.jpg",Adventure
1479,Zvyozdnaya komandirovka,5.4,1983,R,Boris Ivchenko,Yevgeni Shatko,66.0,116.3,"https://m.media-amazon.com/images/M/MV5BZTZkZjYzMjctZmZkYy00YWRlLTgyOWYtYWExNWUyY2VjODljXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,2,190,281_.jpg",Comedy
1480,Amare,8.6,2018,R,M.M. Izidoro,"Tassia Cabanas,Vinicius Calderoni,M.M.,Izidoro",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNjNlOGQ0YzktOTBmNi00ODg4LWE1OWItYzU5Zjc1OTFhMGFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDE3NDY0Mjc@._V1_QL75_UX190_CR0,4,190,281_.jpg",Drama
1481,Ulemae 4: Thunder V chuldong,6.2,1987,R,Myeong-hwa Jo,"Hyung-rae Shim,Eun-kyeong Jeon,Kim,Su-Mi",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMzBjZGQ0MDktOWUwZC00ZTVjLTgwZjctNzdjNjFmMGQ3NDU4XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,9,190,281_.jpg",Sci-Fi
1482,Retribution in the Year 2050,5.1,1998,R,Brendan Muldowney,"Aideen Bradshaw,Philip Bredin,Johnny Brewer",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Sci-Fi
1483,Grandfather's Century,7.0,2020,R,Sam van Zoest,"Daniel Radcliffe,Emma Watson,Rupert Grint",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BZTk1YTY1ZjYtZGUyNC00NWU1LTlkMGYtNmFhMGQ3MWI2Y2Y4XkEyXkFqcGdeQXVyNjA2NTE0OTI@._V1_QL75_UX190_CR0,2,190,281_.jpg",Sci-Fi
1484,Die Wahrheit über die Stasi,7.8,1992,R,Alexander Zahn,"Wolfgang Dahl,Thomas Dorl,Dirk Feinermann",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNzUxZDc0MTYtMjVkNy00MDg3LTg2NGMtODg0MjJiY2Y0ZGYwXkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_QL75_UY281_CR5,0,190,281_.jpg",Comedy
1485,Agilem eli fragmentteja Pään elämästä,7.0,2018,R,Ilkka Levä,"Anne Autiolahti,Marko Gylén,Hannaleena Hauru",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BYjhlMjEwNTAtZjZlZC00MjhjLTljYmUtMDZlYzhkYzU4MTg3XkEyXkFqcGdeQXVyODc1NjU1MTE@._V1_QL75_UY281_CR248,0,190,281_.jpg",Sci-Fi
1486,An American Cyborg,6.2,2002,Not Rated,Christian Robert Varley,"Carson Grant,Alyxx Morgen,Diane Quinn",66.0,73.0,"https://m.media-amazon.com/images/M/MV5BMTM1MjY1MzE1MV5BMl5BanBnXkFtZTcwOTA1NzMzMQ@@._V1_QL75_UY281_CR120,0,190,281_.jpg",Action
1487,Johnny Be Gone,6.1,2011,R,Trevor Juenger,"Devlin Wilder,Joe Hammerstone,Katie Deerest",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTg0MDE4MzkyOV5BMl5BanBnXkFtZTgwMjUzNDgxNDE@._V1_QL75_UY281_CR2,0,190,281_.jpg",Drama
1488,The Importance of Being Russell,5.2,2006,R,Sean Plemmons,"Jeff Hassen,John Pickle,Sean Plemmons",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNDY4Njg4MDk2MV5BMl5BanBnXkFtZTgwNDM5MTA2MDE@._V1_QL75_UY281_CR0,0,190,281_.jpg",Comedy
1489,A Cold Day in Hell,6.9,2015,R,Nickolas Robison,"Bob Roberts,Kaylee Steen,Arin Winger",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNTg0Y2MwMzAtMmNkMC00Y2Q1LWE0NWEtMTcwOWVkZDc3Y2Q2XkEyXkFqcGdeQXVyNDgzOTQ4NTM@._V1_QL75_UY281_CR11,0,190,281_.jpg",Drama
1490,Dead Strange Jam,5.5,2015,R,Liam Bond,"Liam Bond,Nick Box,Marcus Caballero",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNmE3ZTMzODMtNzA3Ny00ZjNiLWJkODQtMjU4Yjc2OTJlZDFmXkEyXkFqcGdeQXVyMjQyOTAzMDc@._V1_QL75_UY281_CR5,0,190,281_.jpg",Comedy
1491,Idealnoe prestuplenie,6.1,1990,R,Igor Voznesensky,Zinovi Yuryev,66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNzI2MTRkMTUtMDVmZS00MGY4LWJiMmMtM2MwMDcyODIxZjM5XkEyXkFqcGdeQXVyNTE1MDE2MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg",Mystery
1492,Steampunk,5.5,2010,R,Billy T. Boyd,"Gareth Evans,Jaime Pittenger,Chad Burns",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
1493,Karim Patwa's Spaceship,8.3,2004,R,Karim Patwa,"Daniel Radcliffe,Emma Watson,Rupert Grint",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMmUyNmI1ZjItM2MyYi00YjkwLWE2MTItYzBlZTU4NjE4N2VhXkEyXkFqcGdeQXVyNTkyOTA4MjM@._V1_QL75_UY281_CR7,0,190,281_.jpg",Biography
1494,Minushi,7.2,2007,Not Rated,Tyler Gibb,"Jay Donaldson,Tyler Gibb,Tara Lutchman",66.0,94.0,"https://m.media-amazon.com/images/M/MV5BMjUzNjYwMjYxNl5BMl5BanBnXkFtZTcwNjYwNzI2Mw@@._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
1495,Embers of the Sky,6.3,2010,R,Justin Calen-Chenn,"Hayley J,Williams Maria,Olsen Rowena,Sumner",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTQ2NDYwMzI5MV5BMl5BanBnXkFtZTcwOTc3MTQ2Nw@@._V1_QL75_UY281_CR2,0,190,281_.jpg",Drama
1496,Timeshifters 2: Alternate Present,7.2,2012,R,Esses Tamás,"Szabó Antal,Bolla Attila,Harczi Bence",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Sci-Fi
